withdrawal_zone,withdrawal_lat,withdrawal_lon
16.9_80.3,16.881834,80.297231
16.9_80.4,16.888532,80.381319
16.9_80.5,16.881138,80.461771
16.9_80.9,16.855614,80.90685
16.9_81.0,16.897822,81.001631
17.0_71.2,17.024969,71.215118
17.0_71.3,16.989794000000003,71.2759425
17.0_71.5,17.041464,71.482461
17.0_71.7,16.986756333333332,71.71053933333333
17.0_72.0,16.989327,71.982748
17.0_72.1,16.990602,72.09807033333334
17.0_72.2,17.0300085,72.19130150000001
17.0_72.3,16.997266,72.303502
17.0_72.5,17.0410715,72.5397955
17.0_72.6,16.9983885,72.61374950000001
17.0_72.7,16.971962,72.663645
17.0_73.1,17.033094,73.140971
17.0_73.9,17.044882,73.916214
17.0_74.0,16.992876,73.998336
17.0_74.7,16.958988,74.733161
17.0_75.8,17.0340435,75.7981445
17.0_75.9,16.954717,75.891246
17.0_76.3,17.007499,76.348624
17.0_76.5,16.999109,76.495636
17.0_76.6,17.034955,76.575862
17.0_76.9,17.039875,76.89568
17.0_77.1,17.028754,77.134693
17.0_77.2,17.0163525,77.1562265
17.0_77.3,16.9992205,77.281676
17.0_77.5,16.9791775,77.514754
17.0_77.6,17.025463,77.579823
17.0_77.7,16.99515825,77.70925525
17.0_77.8,16.993199,77.77993219999999
17.0_77.9,17.000075799999998,77.8969423
17.0_78.0,16.99210011111111,78.00449622222223
17.0_78.1,16.999703,78.10030264705881
17.0_78.2,17.007512307692306,78.20024038461538
17.0_78.3,17.00249919047619,78.31500885714286
17.0_78.4,16.997669,78.41077975
17.0_78.5,16.993909709677418,78.50398725806453
17.0_78.6,16.98953964,78.59914508
17.0_78.7,17.00067785,78.6963179
17.0_78.8,16.996593818181818,78.79379136363637
17.0_78.9,17.005123454545455,78.91149918181817
17.0_79.0,16.99379975,79.007597125
17.0_79.1,17.0055292,79.08774079999999
17.0_79.2,16.972018499999997,79.184929
17.0_79.3,17.016755666666665,79.27725133333333
17.0_79.4,17.022029,79.39061
17.0_79.5,16.96258,79.4738625
17.0_80.0,16.977444,80.043472
17.0_80.1,16.981307333333334,80.07614699999999
17.0_80.3,17.033102,80.323629
17.0_80.7,16.989663,80.669945
17.0_80.8,17.006204,80.795423
17.1_71.0,17.091359,70.956082
17.1_71.3,17.0938835,71.312932
17.1_71.4,17.096878,71.407778
17.1_71.7,17.145703,71.698225
17.1_72.0,17.131094,71.985132
17.1_72.3,17.138417,72.279352
17.1_72.5,17.112944,72.4892505
17.1_72.6,17.116335,72.627554
17.1_72.7,17.104079,72.684612
17.1_72.8,17.108380333333333,72.79363966666666
17.1_72.9,17.0800215,72.9169105
17.1_73.3,17.053534,73.252958
17.1_73.4,17.1162795,73.397419
17.1_73.5,17.055958,73.48294
17.1_73.7,17.091542,73.726126
17.1_74.0,17.124188,74.0388
17.1_74.3,17.122392,74.255369
17.1_74.4,17.127398499999998,74.382689
17.1_74.5,17.083773,74.516175
17.1_74.8,17.142063,74.839725
17.1_75.6,17.134542,75.638657
17.1_75.8,17.144755,75.833741
17.1_76.1,17.131624,76.092417
17.1_76.4,17.063287,76.403009
17.1_76.5,17.0972525,76.4935285
17.1_76.6,17.0924,76.560587
17.1_76.8,17.101065,76.7745
17.1_77.0,17.112193499999997,76.99099899999999
17.1_77.1,17.124378333333336,77.082716
17.1_77.2,17.085263,77.206707
17.1_77.3,17.109693333333333,77.26435633333334
17.1_77.4,17.141908,77.39124
17.1_77.5,17.119124333333332,77.52477066666667
17.1_77.6,17.128951,77.60508257142858
17.1_77.7,17.11431425,77.7207765
17.1_77.8,17.090035,77.79087525
17.1_77.9,17.103822428571426,77.90541785714287
17.1_78.0,17.08880090909091,78.00138936363636
17.1_78.1,17.105465916666667,78.11249758333334
17.1_78.2,17.09650807142857,78.20263921428571
17.1_78.3,17.095716551724138,78.30235831034483
17.1_78.4,17.10693720833333,78.4025075
17.1_78.5,17.100703393939394,78.49860975757576
17.1_78.6,17.093087666666666,78.59779438095238
17.1_78.7,17.091336045454543,78.68311277272727
17.1_78.8,17.09466236842105,78.80279831578947
17.1_78.9,17.1067593,78.9012382
17.1_79.0,17.10469027272727,78.99185536363636
17.1_79.1,17.1120525,79.10613475
17.1_79.2,17.11022875,79.22782
17.1_79.3,17.1016498,79.2949326
17.1_79.4,17.082362333333332,79.40302799999999
17.1_79.5,17.087643,79.48708066666667
17.1_79.6,17.106265,79.61223133333333
17.1_79.7,17.102066,79.698308
17.1_79.8,17.11992,79.79545733333333
17.1_79.9,17.135437,79.873736
17.1_80.1,17.1109525,80.1193355
17.1_81.2,17.061539,81.187309
17.2_71.0,17.235935,71.011499
17.2_71.2,17.214994,71.21205950000001
17.2_71.7,17.245672,71.723403
17.2_71.9,17.172267,71.908467
17.2_72.2,17.214928999999998,72.2164745
17.2_72.3,17.160428,72.347963
17.2_72.5,17.1842885,72.5218475
17.2_72.7,17.181345,72.665627
17.2_72.8,17.223615,72.787884
17.2_73.0,17.204722,73.036426
17.2_73.1,17.188397,73.126325
17.2_73.2,17.215497499999998,73.1969765
17.2_73.3,17.1658565,73.29993999999999
17.2_73.4,17.225058,73.379858
17.2_73.5,17.197193499999997,73.508434
17.2_73.7,17.1707065,73.708388
17.2_73.8,17.249916,73.801361
17.2_73.9,17.160576499999998,73.87203099999999
17.2_74.0,17.188775,73.977162
17.2_74.1,17.2110555,74.0808025
17.2_74.2,17.179601,74.213284
17.2_74.5,17.18753,74.549555
17.2_74.6,17.21098,74.632906
17.2_75.0,17.243782,75.025087
17.2_75.7,17.169981,75.743153
17.2_76.4,17.239138,76.379542
17.2_76.6,17.200514,76.585996
17.2_76.8,17.241895,76.768991
17.2_77.1,17.23927,77.131277
17.2_77.2,17.1959115,77.194695
17.2_77.3,17.154495,77.323351
17.2_77.5,17.2442115,77.48268949999999
17.2_77.6,17.2119744,77.6015591
17.2_77.7,17.195045888888888,77.71889633333333
17.2_77.8,17.2086435,77.80717033333333
17.2_77.9,17.194465555555556,77.89435177777779
17.2_78.0,17.199046857142857,77.99730878571428
17.2_78.1,17.2043826969697,78.09709148484848
17.2_78.2,17.207636741935485,78.19959887096775
17.2_78.3,17.21464646875,78.30152625
17.2_78.4,17.196907911764708,78.40195517647058
17.2_78.5,17.20824423809524,78.49992657142857
17.2_78.6,17.195130125,78.6042944375
17.2_78.7,17.19695946875,78.70765096875
17.2_78.8,17.20898612121212,78.81082603030303
17.2_78.9,17.200295133333334,78.8898274
17.2_79.0,17.21017890909091,79.00450822727272
17.2_79.1,17.206839666666667,79.08766683333333
17.2_79.2,17.18219475,79.18368025000001
17.2_79.3,17.2058205,79.27903325
17.2_79.4,17.214686777777775,79.39668499999999
17.2_79.7,17.185382,79.698372
17.2_80.1,17.179752,80.121886
17.2_80.5,17.17616,80.468285
17.3_70.8,17.32608,70.795026
17.3_70.9,17.3308155,70.87516500000001
17.3_71.2,17.34942,71.246692
17.3_71.7,17.286712,71.727427
17.3_71.8,17.349102,71.800307
17.3_71.9,17.333271,71.934513
17.3_72.0,17.3001775,72.0170975
17.3_72.1,17.301331,72.073033
17.3_72.2,17.310415499999998,72.161838
17.3_72.3,17.299682,72.25281
17.3_72.4,17.308876,72.412659
17.3_72.5,17.307733,72.4998785
17.3_72.6,17.2801575,72.5750525
17.3_72.7,17.275848,72.655953
17.3_72.8,17.282345,72.846807
17.3_72.9,17.284418,72.86919
17.3_73.4,17.295506500000002,73.40321349999999
17.3_74.1,17.300947,74.098282
17.3_74.7,17.273821,74.657066
17.3_75.2,17.349281,75.232851
17.3_75.8,17.317212,75.807577
17.3_76.2,17.293406,76.16841
17.3_76.5,17.3412005,76.513058
17.3_76.6,17.305881,76.573115
17.3_76.7,17.259269,76.680561
17.3_76.9,17.3276465,76.907483
17.3_77.0,17.2820055,77.02383499999999
17.3_77.2,17.331599,77.229216
17.3_77.3,17.30004,77.30287200000001
17.3_77.4,17.3027665,77.424679
17.3_77.5,17.29231825,77.50715725
17.3_77.6,17.305888200000002,77.6048004
17.3_77.7,17.301775499999998,77.70235175
17.3_77.8,17.307036555555555,77.806054
17.3_77.9,17.3120605,77.8849072
17.3_78.0,17.299090333333332,78.01437800000001
17.3_78.1,17.297485961538463,78.108756
17.3_78.2,17.29709808823529,78.19943967647059
17.3_78.3,17.301549219512196,78.30647482926828
17.3_78.4,17.298289863636366,78.40217318181818
17.3_78.5,17.294881257142855,78.50389688571428
17.3_78.6,17.29312081818182,78.59891372727272
17.3_78.7,17.297857,78.7067002
17.3_78.8,17.294873382352943,78.79974126470587
17.3_78.9,17.30333211111111,78.89249799999999
17.3_79.0,17.313743,79.00101375
17.3_79.1,17.294775,79.133632
17.3_79.2,17.277722500000003,79.2118085
17.3_79.3,17.27364,79.298807
17.3_79.4,17.2858984,79.3859908
17.3_79.5,17.2859565,79.494959
17.3_79.6,17.276887,79.636738
17.3_79.7,17.3071215,79.702472
17.3_79.8,17.302735,79.825486
17.3_79.9,17.26877,79.850604
17.3_80.8,17.313908,80.827008
17.4_70.4,17.417283,70.42186
17.4_70.5,17.375881,70.52853
17.4_70.9,17.395724,70.907842
17.4_71.2,17.427333,71.21403
17.4_71.7,17.3655305,71.703936
17.4_71.9,17.38887,71.870843
17.4_72.0,17.365617,72.023541
17.4_72.1,17.430625,72.11388400000001
17.4_72.2,17.3639825,72.2215285
17.4_72.5,17.4071045,72.5392435
17.4_72.6,17.429838500000002,72.59041500000001
17.4_72.7,17.402406,72.7241035
17.4_73.1,17.4001575,73.0762845
17.4_73.4,17.406727,73.383749
17.4_73.5,17.360723,73.501237
17.4_73.6,17.427913,73.577091
17.4_73.8,17.443079,73.763987
17.4_73.9,17.377323,73.945181
17.4_74.0,17.354565,74.007127
17.4_74.4,17.39547,74.400529
17.4_74.5,17.407434000000002,74.5102845
17.4_74.6,17.402575,74.59131
17.4_74.7,17.361027333333336,74.70613333333334
17.4_74.8,17.428054,74.82168
17.4_74.9,17.385029000000003,74.882575
17.4_75.0,17.430666000000002,75.00191799999999
17.4_76.6,17.4120825,76.559831
17.4_76.7,17.380115500000002,76.72223650000001
17.4_77.1,17.417212,77.118685
17.4_77.3,17.408718,77.29245475
17.4_77.5,17.383715,77.527047
17.4_77.6,17.356595499999997,77.611958
17.4_77.7,17.39672025,77.72039375
17.4_77.8,17.398619545454547,77.80723127272728
17.4_77.9,17.406884416666667,77.90522241666666
17.4_78.0,17.404602652173914,77.99568308695652
17.4_78.1,17.398662666666667,78.10018066666667
17.4_78.2,17.397315170212767,78.19823025531916
17.4_78.3,17.39774114814815,78.30729122222222
17.4_78.4,17.39885563414634,78.40002409756097
17.4_78.5,17.397999976744188,78.49901934883721
17.4_78.6,17.401447138888887,78.58569497222223
17.4_78.7,17.39622458064516,78.70362264516129
17.4_78.8,17.394609366666668,78.80136296666666
17.4_78.9,17.397242363636362,78.9017820909091
17.4_79.0,17.4148888,78.9941955
17.4_79.1,17.41408291666667,79.09064775
17.4_79.2,17.408476125,79.205744375
17.4_79.3,17.39158725,79.315288
17.4_79.4,17.3919945,79.37268850000001
17.4_79.5,17.430454,79.454513
17.4_79.7,17.386336,79.668573
17.4_79.8,17.39776,79.76617966666667
17.4_79.9,17.39255,79.927852
17.4_80.0,17.429106,79.955752
17.4_80.2,17.384577,80.181545
17.4_80.3,17.398471,80.262897
17.4_81.1,17.383792,81.122935
17.5_70.7,17.5175645,70.6911045
17.5_70.8,17.503663,70.791038
17.5_71.0,17.484827,71.007704
17.5_71.1,17.465931,71.069551
17.5_71.3,17.496665,71.308847
17.5_71.7,17.500034,71.747678
17.5_71.8,17.470565999999998,71.79116350000001
17.5_72.0,17.476295999999998,71.975757
17.5_72.1,17.47328,72.069738
17.5_72.2,17.4747725,72.177976
17.5_72.3,17.488374,72.321128
17.5_72.4,17.499084,72.4040595
17.5_72.5,17.471199,72.5004215
17.5_72.6,17.4846785,72.5941675
17.5_72.7,17.476567000000003,72.675551
17.5_72.8,17.499667000000002,72.810675
17.5_72.9,17.491917,72.8844274
17.5_73.0,17.511782750000002,73.0116485
17.5_73.1,17.525444999999998,73.117874
17.5_73.2,17.496303666666666,73.18185833333334
17.5_73.4,17.541404,73.437991
17.5_73.5,17.538174,73.520965
17.5_73.6,17.492163,73.613015
17.5_73.7,17.467607,73.692772
17.5_74.0,17.485799,74.015375
17.5_74.1,17.549667,74.078893
17.5_75.0,17.48251,74.978692
17.5_75.2,17.526301,75.212373
17.5_75.8,17.546834,75.783172
17.5_76.7,17.5078615,76.72515150000001
17.5_77.0,17.52234,76.982759
17.5_77.1,17.500554,77.140457
17.5_77.3,17.486873,77.31965466666666
17.5_77.4,17.524307,77.397234
17.5_77.5,17.510517,77.487586
17.5_77.6,17.493596,77.60006333333332
17.5_77.7,17.502163,77.732767
17.5_77.8,17.504453083333335,77.78117691666667
17.5_77.9,17.501589227272728,77.90350977272728
17.5_78.0,17.50497626666667,77.9922874
17.5_78.1,17.502336285714286,78.10400757142857
17.5_78.2,17.498614097560974,78.20045514634145
17.5_78.3,17.501004000000002,78.30352637209302
17.5_78.4,17.510094536585363,78.39869995121951
17.5_78.5,17.50904688095238,78.50057723809525
17.5_78.6,17.493834265306123,78.60314155102041
17.5_78.7,17.491901793103448,78.69831358620691
17.5_78.8,17.502566291666668,78.79929870833334
17.5_78.9,17.49767492307692,78.88534330769231
17.5_79.0,17.515830769230767,78.99831292307691
17.5_79.1,17.48638042857143,79.10753042857142
17.5_79.2,17.490147,79.19450428571429
17.5_79.3,17.51096325,79.28097025
17.5_79.4,17.506497000000003,79.4148304
17.5_79.5,17.52106875,79.5112735
17.5_79.6,17.544779,79.552662
17.5_79.7,17.495591,79.726503
17.5_79.8,17.4867365,79.814808
17.5_79.9,17.500212666666666,79.87314500000001
17.5_80.4,17.47157,80.437523
17.5_80.5,17.518776,80.54267
17.5_80.8,17.461297,80.830202
17.5_81.0,17.466637,81.01045450000001
17.6_71.7,17.586254500000003,71.7331315
17.6_71.9,17.555516,71.876028
17.6_72.0,17.569872999999998,71.98672766666667
17.6_72.1,17.554398,72.093714
17.6_72.2,17.636768,72.244354
17.6_72.3,17.629062,72.251699
17.6_72.5,17.6188455,72.533472
17.6_72.7,17.6060675,72.680542
17.6_72.8,17.601648,72.761563
17.6_72.9,17.579319,72.931358
17.6_73.0,17.6075075,73.024486
17.6_73.1,17.599342,73.126097
17.6_73.2,17.583204,73.21737075
17.6_73.3,17.614135,73.3431155
17.6_73.4,17.5748235,73.3703155
17.6_73.5,17.59089575,73.494676
17.6_73.6,17.561874,73.631126
17.6_73.8,17.567478,73.808866
17.6_73.9,17.6026455,73.91934
17.6_74.1,17.550719,74.130548
17.6_74.2,17.607679,74.225555
17.6_74.4,17.567132,74.369024
17.6_74.5,17.598966,74.490548
17.6_74.8,17.597315,74.77979566666666
17.6_75.3,17.615789,75.3282035
17.6_76.6,17.571387,76.577945
17.6_76.7,17.581329666666665,76.71198033333333
17.6_77.0,17.555799,77.004879
17.6_77.1,17.634504,77.136072
17.6_77.2,17.575867,77.155953
17.6_77.3,17.648376,77.313917
17.6_77.4,17.564334,77.395058
17.6_77.5,17.60988575,77.499683
17.6_77.6,17.5671995,77.566714
17.6_77.7,17.618882,77.660947
17.6_77.8,17.59992325,77.789144625
17.6_77.9,17.587432111111113,77.90063011111111
17.6_78.0,17.586383846153847,78.00965207692308
17.6_78.1,17.596236178571427,78.10568257142857
17.6_78.2,17.598442833333333,78.19763406666667
17.6_78.3,17.591266970588237,78.29915017647058
17.6_78.4,17.599730951219513,78.4024040487805
17.6_78.5,17.587471675675676,78.49392318918919
17.6_78.6,17.58941820833333,78.59762629166667
17.6_78.7,17.59514895652174,78.70259591304348
17.6_78.8,17.610066826086953,78.79179239130436
17.6_78.9,17.6012832,78.88451710000001
17.6_79.0,17.607598357142855,79.000077
17.6_79.1,17.59967925,79.093637625
17.6_79.2,17.6024056,79.19458610000001
17.6_79.3,17.597175,79.2883636
17.6_79.4,17.613549799999998,79.41902639999999
17.6_79.5,17.621552,79.511221
17.6_79.7,17.612153,79.67332
17.6_79.8,17.6393035,79.8211745
17.6_79.9,17.6054985,79.94155950000001
17.6_80.0,17.566945,80.010213
17.6_80.4,17.584582,80.431881
17.6_80.7,17.590122,80.6743845
17.6_81.1,17.588291,81.081761
17.7_70.4,17.685093,70.406368
17.7_70.6,17.702369,70.582604
17.7_70.7,17.672722,70.7038855
17.7_70.9,17.676576,70.938243
17.7_71.0,17.681173,70.967003
17.7_71.1,17.737820499999998,71.12606450000001
17.7_71.2,17.666562,71.201618
17.7_71.3,17.6845435,71.281998
17.7_71.4,17.7027915,71.44277650000001
17.7_71.5,17.705319,71.547787
17.7_71.6,17.71012,71.6287
17.7_71.7,17.721745,71.708588
17.7_71.9,17.676613,71.902265
17.7_72.0,17.711918999999998,72.00432466666666
17.7_72.1,17.7084215,72.1226925
17.7_72.2,17.659073,72.20195666666666
17.7_72.3,17.67901225,72.2972395
17.7_72.4,17.662971,72.396353
17.7_72.6,17.667264,72.5809835
17.7_72.7,17.6925642,72.6856514
17.7_72.8,17.693216666666668,72.79382600000001
17.7_72.9,17.70501525,72.897993
17.7_73.0,17.678525,73.01200399999999
17.7_73.1,17.69326033333333,73.082275
17.7_73.4,17.703018,73.371761
17.7_73.5,17.698290999999998,73.5195335
17.7_73.6,17.693879666666664,73.617622
17.7_73.8,17.686661,73.818945
17.7_73.9,17.7330275,73.90912800000001
17.7_74.0,17.731556,73.953655
17.7_74.1,17.674269,74.103157
17.7_74.3,17.716845,74.3171305
17.7_74.7,17.669655,74.693513
17.7_75.2,17.69039,75.153339
17.7_75.5,17.662593,75.498099
17.7_75.8,17.653285,75.812746
17.7_76.1,17.652998,76.083344
17.7_76.3,17.655848,76.29454
17.7_76.6,17.7357345,76.5836815
17.7_76.9,17.731624,76.892664
17.7_77.0,17.67458,77.004041
17.7_77.2,17.6797425,77.1589005
17.7_77.4,17.695524666666667,77.38115533333333
17.7_77.5,17.739215,77.534391
17.7_77.6,17.709095666666666,77.58918033333333
17.7_77.7,17.694892,77.69259114285715
17.7_77.8,17.690247499999998,77.78083775
17.7_77.9,17.6860413,77.8977773
17.7_78.0,17.677418600000003,78.0037284
17.7_78.1,17.690689,78.09089941666666
17.7_78.2,17.701899666666666,78.19530716666667
17.7_78.3,17.69762648387097,78.29433932258064
17.7_78.4,17.69256457692308,78.39856330769231
17.7_78.5,17.68838875,78.497931625
17.7_78.6,17.70342259259259,78.60456081481482
17.7_78.7,17.702144304347826,78.70460013043478
17.7_78.8,17.707602315789472,78.80153026315789
17.7_78.9,17.69767884210526,78.9081762631579
17.7_79.0,17.705605374999998,78.989694125
17.7_79.1,17.703605125,79.098820875
17.7_79.2,17.67430583333333,79.18686233333334
17.7_79.3,17.688381,79.29244399999999
17.7_79.4,17.712962,79.379132
17.7_79.5,17.690887333333333,79.52314733333334
17.7_79.6,17.688909,79.5897525
17.7_79.7,17.731733,79.678354
17.7_79.9,17.697558,79.924677
17.7_80.1,17.652109,80.120542
17.7_80.9,17.662691,80.906421
17.7_81.2,17.722881,81.2399
17.8_70.4,17.758608,70.43744
17.8_70.7,17.842773,70.675882
17.8_70.8,17.7744905,70.79011550000001
17.8_71.0,17.813972,70.996261
17.8_71.6,17.84493,71.610611
17.8_71.7,17.80069,71.7229725
17.8_71.8,17.782578333333333,71.79554366666666
17.8_71.9,17.769635,71.935123
17.8_72.0,17.79479225,72.01677699999999
17.8_72.2,17.81947,72.20533433333334
17.8_72.3,17.799755666666666,72.29086866666667
17.8_72.4,17.793373,72.38098775
17.8_72.5,17.805234333333335,72.515248
17.8_72.6,17.81681383333333,72.60265466666667
17.8_72.7,17.813522,72.67659
17.8_72.8,17.790797,72.768119
17.8_72.9,17.796571,72.92250066666666
17.8_73.0,17.7936425,72.9752945
17.8_73.1,17.77652175,73.077371
17.8_73.2,17.799873166666668,73.19117166666666
17.8_73.3,17.780885,73.284284
17.8_73.4,17.7941425,73.3962785
17.8_73.5,17.8023402,73.464143
17.8_73.6,17.8299895,73.6202085
17.8_73.8,17.788907,73.822857
17.8_73.9,17.75098,73.854633
17.8_74.0,17.803327999999997,73.98617
17.8_74.1,17.760812,74.053958
17.8_74.3,17.794362,74.31226
17.8_74.4,17.8132065,74.4364085
17.8_74.6,17.797734,74.557352
17.8_74.7,17.805856,74.70207
17.8_75.3,17.808911,75.312377
17.8_76.5,17.815595,76.516509
17.8_76.8,17.772473,76.79663566666666
17.8_77.1,17.83341,77.093145
17.8_77.3,17.767389,77.310544
17.8_77.4,17.817164000000002,77.42196766666666
17.8_77.5,17.7688915,77.5126535
17.8_77.6,17.815958,77.618379
17.8_77.7,17.77341266666667,77.685527
17.8_77.8,17.809972125,77.78767275
17.8_77.9,17.801093285714284,77.90667657142856
17.8_78.0,17.807540166666666,77.99156183333334
17.8_78.1,17.8064527,78.11114649999999
17.8_78.2,17.80013380952381,78.20367300000001
17.8_78.3,17.799627333333333,78.30229190909091
17.8_78.4,17.789077388888888,78.39754911111112
17.8_78.5,17.8021949,78.5083469
17.8_78.6,17.7954354,78.58027059999999
17.8_78.7,17.80434288235294,78.71420082352941
17.8_78.8,17.807022857142858,78.80987378571429
17.8_78.9,17.80010427272727,78.90955527272727
17.8_79.0,17.811717,78.97548725
17.8_79.1,17.797111,79.10945728571429
17.8_79.2,17.79096575,79.196440375
17.8_79.3,17.831784333333335,79.29904366666666
17.8_79.4,17.784641999999998,79.411772
17.8_79.6,17.832088,79.608172
17.8_79.7,17.8076625,79.690488
17.8_80.0,17.808157,79.958758
17.8_80.1,17.828636,80.113883
17.8_80.4,17.776567,80.411319
17.8_80.6,17.821103,80.602895
17.8_81.0,17.838351,81.006055
17.8_81.1,17.824736,81.145142
17.8_81.2,17.827425,81.238859
17.9_70.3,17.934733,70.311256
17.9_70.4,17.906013666666666,70.39710233333334
17.9_70.6,17.873945499999998,70.5756375
17.9_71.1,17.887536,71.068198
17.9_71.2,17.86251,71.242935
17.9_71.3,17.926511,71.318497
17.9_71.5,17.92689,71.507069
17.9_71.7,17.924066500000002,71.6938965
17.9_71.8,17.882884,71.799068
17.9_71.9,17.883909000000003,71.88525899999999
17.9_72.0,17.906235000000002,71.97392500000001
17.9_72.1,17.9141625,72.09067049999999
17.9_72.2,17.87695925,72.1903425
17.9_72.3,17.9146,72.323272
17.9_72.4,17.88819425,72.384254
17.9_72.5,17.909157,72.529723
17.9_72.6,17.917525249999997,72.59725225
17.9_72.7,17.8958555,72.722657
17.9_72.8,17.89669775,72.81483375
17.9_72.9,17.937664,72.876238
17.9_73.0,17.915761,72.97499366666666
17.9_73.1,17.90849,73.074053
17.9_73.2,17.895513599999997,73.1979494
17.9_73.3,17.879364,73.30142866666667
17.9_73.4,17.912986,73.434982
17.9_73.5,17.916169,73.49373875
17.9_73.6,17.881286,73.575466
17.9_73.8,17.871061,73.8197
17.9_73.9,17.925940500000003,73.8859645
17.9_74.0,17.89225933333333,73.97167333333333
17.9_74.1,17.873877,74.117155
17.9_74.6,17.891844,74.5944315
17.9_74.8,17.895646499999998,74.79691249999999
17.9_74.9,17.93737,74.883625
17.9_75.3,17.925852,75.332198
17.9_75.4,17.930912,75.374157
17.9_76.5,17.90124,76.5090675
17.9_76.9,17.902985,76.922482
17.9_77.0,17.920434,77.01720599999999
17.9_77.2,17.939252,77.245344
17.9_77.4,17.92130875,77.41587525
17.9_77.5,17.92809,77.525841
17.9_77.6,17.852794,77.569245
17.9_77.7,17.91451066666667,77.71168366666667
17.9_77.8,17.895088,77.80394825
17.9_77.9,17.8855685,77.895604
17.9_78.0,17.8761495,78.029295
17.9_78.1,17.913858076923077,78.11463069230768
17.9_78.2,17.890297076923076,78.20549338461538
17.9_78.3,17.88560288235294,78.30967064705882
17.9_78.4,17.897030869565217,78.40312495652174
17.9_78.5,17.89583275,78.510509625
17.9_78.6,17.90009106666667,78.61231500000001
17.9_78.7,17.883779266666668,78.69722866666666
17.9_78.8,17.898365066666667,78.78632246666666
17.9_78.9,17.8895275,78.88430325
17.9_79.0,17.895842666666667,79.01502699999999
17.9_79.1,17.895054125,79.10271
17.9_79.2,17.861368,79.18029200000001
17.9_79.3,17.914719,79.297949
17.9_79.4,17.915498,79.40938466666667
17.9_79.6,17.924523,79.574717
17.9_79.7,17.942578,79.719011
17.9_79.8,17.89235,79.849251
17.9_79.9,17.9460025,79.9191345
17.9_80.0,17.940568,80.038458
17.9_80.1,17.930237,80.109575
17.9_80.2,17.913572,80.247385
17.9_80.6,17.878223,80.587019
17.9_81.1,17.934938,81.072541
17.9_81.2,17.884906,81.173793
18.0_70.5,17.954775,70.513786
18.0_70.6,17.99529,70.562221
18.0_71.1,18.010144,71.11951499999999
18.0_71.2,17.952051,71.184009
18.0_71.4,18.009656333333336,71.407133
18.0_71.6,18.0081845,71.64158900000001
18.0_71.8,18.019852,71.8262535
18.0_72.1,18.001617,72.08662
18.0_72.2,17.9873385,72.166784
18.0_72.3,17.99407233333333,72.318924
18.0_72.4,18.000499333333334,72.38683
18.0_72.5,18.000694,72.493441
18.0_72.6,17.99109225,72.603938
18.0_72.7,18.0025148,72.6801162
18.0_72.8,17.988236,72.79406949999999
18.0_72.9,17.980728499999998,72.8769005
18.0_73.0,18.00070375,73.0145205
18.0_73.1,17.984488,73.08883075
18.0_73.2,18.013695000000002,73.19946239999999
18.0_73.3,18.033996,73.29409233333332
18.0_73.4,18.021253833333333,73.39284033333333
18.0_73.5,17.9999855,73.51471799999999
18.0_73.7,17.9904135,73.705454
18.0_73.8,18.02782325,73.8247035
18.0_73.9,18.036894,73.877218
18.0_74.0,18.044833,73.986599
18.0_74.1,17.984713,74.0895695
18.0_74.2,18.033929,74.1905715
18.0_74.3,18.026650500000002,74.25994299999999
18.0_74.5,17.998851666666667,74.519066
18.0_74.7,18.04586,74.717521
18.0_74.9,18.009883,74.908708
18.0_75.2,18.047934,75.174538
18.0_75.3,17.984092,75.263261
18.0_75.4,18.024889,75.360189
18.0_75.7,18.028535,75.718992
18.0_75.9,17.973016,75.902402
18.0_76.5,18.0366025,76.4866315
18.0_76.7,18.001485,76.66392
18.0_77.1,17.974599,77.069693
18.0_77.2,18.036899,77.22304
18.0_77.3,17.9917865,77.311601
18.0_77.5,17.967135499999998,77.472632
18.0_77.6,18.028364999999997,77.597741
18.0_77.7,18.010513666666668,77.70522333333334
18.0_77.8,17.993810500000002,77.81406975
18.0_77.9,17.979823,77.86944433333333
18.0_78.0,17.99434481818182,78.00451945454546
18.0_78.1,18.005423375,78.091887125
18.0_78.2,18.012940750000002,78.18733633333333
18.0_78.3,17.9891858,78.2948542
18.0_78.4,17.99036309090909,78.40341963636364
18.0_78.5,17.99932309090909,78.49938445454546
18.0_78.6,17.9968735,78.60619933333334
18.0_78.7,17.997439888888888,78.68997344444443
18.0_78.8,18.00576853846154,78.79473300000001
18.0_78.9,17.993007,78.9104792
18.0_79.0,17.9979156,78.9916272
18.0_79.1,18.010738,79.09390379999999
18.0_79.2,17.973973333333333,79.19175366666667
18.0_79.3,18.003879333333334,79.317884
18.0_79.4,17.967944,79.384814
18.0_79.5,17.980457333333334,79.490303
18.0_79.7,17.990789,79.7092195
18.0_79.8,17.990364,79.813347
18.0_80.2,18.032329,80.18664150000001
18.0_80.4,18.012472,80.375987
18.0_81.2,18.024677,81.187792
18.1_70.3,18.130575,70.2823695
18.1_70.4,18.101760499999997,70.43247600000001
18.1_70.6,18.075222,70.554379
18.1_70.9,18.095891,70.856741
18.1_71.3,18.0601585,71.3254415
18.1_71.4,18.124058,71.414327
18.1_71.5,18.136204,71.532353
18.1_71.6,18.103041333333334,71.6090995
18.1_71.7,18.076861,71.746374
18.1_71.8,18.0966295,71.78515999999999
18.1_71.9,18.104429250000003,71.90523625
18.1_72.0,18.080074999999997,72.00286166666666
