complaint_id,fraud_type,amount_lost,number_of_hops,victim_lat,victim_lon,withdrawal_lat,withdrawal_lon,beneficiary_bank,complaint_datetime,victim_district,victim_state,alert_level,is_insider_case,withdrawal_zone,freezable_amount,hour,is_weekend
CS2024007307,Investment Scam,258926.65,9,12.868439,77.689162,14.863012,75.865352,Canara,2024-12-30 04:45:00,Bengaluru,Karnataka,HIGH,False,14.9_75.9,25892.665,4,False
CS2024007308,Investment Scam,134082.12,7,23.905848,86.911979,24.875005,86.351572,BOB,2024-03-05 05:23:00,Jamtara,Jharkhand,HIGH,False,24.9_86.4,13408.212000000012,5,False
CS2024007309,KYC Fraud,1008.31,3,28.886057,77.37583,28.675249,77.540893,Axis,2024-04-10 12:28:00,Delhi NCR,Haryana,LOW,False,28.7_77.5,705.8169999999999,12,False
CS2024007310,Romance Scam,2718.06,4,18.944049,72.946846,19.895319,73.288389,SBI,2024-11-03 09:36:00,Mumbai,Maharashtra,MEDIUM,False,19.9_73.3,1494.933,9,True
CS2024007311,Investment Scam,202463.39,8,28.588498,77.30282,30.180901,77.909364,SBI,2024-02-04 01:54:00,Delhi NCR,Haryana,HIGH,False,30.2_77.9,20246.339000000004,1,True
CS2024007312,OLX Scam,3946.54,2,28.531975,77.20401,28.531326,76.827259,PNB,2024-11-02 17:38:00,Delhi,Delhi,LOW,False,28.5_76.8,3354.5589999999997,17,True
CS2024007313,Job Fraud,1320.87,2,28.761888,77.415346,28.661938,77.654551,HDFC,2024-12-02 10:20:00,Delhi NCR,Haryana,LOW,False,28.7_77.7,1122.7395,10,False
CS2024007314,Lottery Fraud,513.61,4,28.791294,77.327007,27.958375,76.409008,PNB,2024-10-30 15:18:00,Delhi NCR,Haryana,MEDIUM,False,28.0_76.4,282.48550000000006,15,False
CS2024007315,KYC Fraud,1779.28,3,28.870026,77.068845,28.848197,77.095925,BOB,2024-08-22 08:09:00,Delhi,Delhi,LOW,True,28.8_77.1,1601.352,8,False
CS2024007316,Tech Support Fraud,5171.11,2,28.893319,76.812641,28.905946,76.779946,PNB,2024-08-11 16:33:00,Delhi,Delhi,LOW,True,28.9_76.8,4653.999,16,True
CS2024007317,Romance Scam,32978.75,5,23.948995,87.003781,23.991167,86.401382,Kotak,2024-02-21 20:35:00,Jamtara,Jharkhand,MEDIUM,False,24.0_86.4,13191.5,20,False
CS2024007318,UPI Fraud,240.78,4,18.893466,72.762323,18.402233,72.344595,Axis,2024-08-12 15:41:00,Mumbai,Maharashtra,MEDIUM,False,18.4_72.3,132.429,15,False
CS2024007319,Lottery Fraud,2884.28,3,28.537672,77.311439,28.545221,77.29236,ICICI,2024-04-21 17:56:00,Delhi,Delhi,LOW,True,28.5_77.3,2595.8520000000003,17,True
CS2024007320,Job Fraud,486.98,3,28.83697,77.152138,28.519814,77.652256,ICICI,2024-09-02 01:16:00,Delhi,Delhi,LOW,False,28.5_77.7,340.88599999999997,1,False
CS2024007321,Job Fraud,5798.36,3,19.121508,73.057505,19.018316,72.825529,Kotak,2024-02-12 06:29:00,Mumbai,Maharashtra,LOW,False,19.0_72.8,4058.8519999999994,6,False
CS2024007322,Tech Support Fraud,2827.98,1,28.615406,77.328723,28.43954,77.467636,Axis,2024-09-01 13:20:00,Delhi NCR,Haryana,LOW,False,28.4_77.5,2827.98,13,True
CS2024007323,UPI Fraud,331.46,4,28.535687,76.915374,27.784016,76.138678,PNB,2024-04-09 15:13:00,Delhi,Delhi,MEDIUM,False,27.8_76.1,182.303,15,False
CS2024007324,Romance Scam,19160.77,5,17.372088,78.302024,16.796756,79.790458,HDFC,2024-12-25 13:43:00,Hyderabad,Telangana,MEDIUM,False,16.8_79.8,7664.308000000001,13,False
CS2024007325,Job Fraud,1938.42,2,28.617067,77.07628,28.64701,77.334477,SBI,2024-06-26 16:56:00,Delhi,Delhi,LOW,False,28.6_77.3,1647.657,16,False
CS2024007326,Romance Scam,65873.02,3,28.521237,77.017305,29.522036,76.411765,BOB,2024-09-12 23:49:00,Delhi,Delhi,LOW,False,29.5_76.4,46111.114,23,False
CS2024007327,KYC Fraud,248.47,2,19.29955,72.861825,19.312353,73.363016,HDFC,2024-09-15 21:58:00,Mumbai,Maharashtra,LOW,False,19.3_73.4,211.1995,21,True
CS2024007328,UPI Fraud,265.55,4,28.410521,77.088859,27.675455,77.195829,Axis,2024-04-28 23:50:00,Delhi,Delhi,MEDIUM,False,27.7_77.2,146.0525,23,True
CS2024007329,KYC Fraud,5225.46,2,28.31529,77.716985,27.648976,77.456477,PNB,2024-12-25 14:43:00,Delhi NCR,Haryana,LOW,False,27.6_77.5,4441.641,14,False
CS2024007330,Tech Support Fraud,3633.14,3,28.353295,76.937398,28.761314,76.832933,Canara,2024-03-18 05:20:00,Delhi NCR,Haryana,LOW,False,28.8_76.8,2543.198,5,False
CS2024007331,Lottery Fraud,7457.31,3,28.536761,77.218844,27.520368,77.32493,ICICI,2024-08-09 12:56:00,Delhi,Delhi,LOW,False,27.5_77.3,5220.117,12,False
CS2024007332,Romance Scam,21891.09,5,24.026003,87.130124,22.628636,87.349422,Axis,2024-08-11 11:31:00,Jamtara,Jharkhand,MEDIUM,False,22.6_87.3,8756.436,11,True
CS2024007333,UPI Fraud,4460.44,4,28.842126,77.199257,27.876269,76.75994,PNB,2024-08-24 23:05:00,Delhi,Delhi,MEDIUM,False,27.9_76.8,2453.242,23,True
CS2024007334,Lottery Fraud,6782.56,3,17.556403,78.506512,17.193463,78.570726,Axis,2024-05-10 19:22:00,Hyderabad,Telangana,LOW,False,17.2_78.6,4747.792,19,False
CS2024007335,Job Fraud,4670.94,3,19.16364,72.749801,18.896785,72.35075,Kotak,2024-05-02 09:50:00,Mumbai,Maharashtra,LOW,False,18.9_72.4,3269.6579999999994,9,False
CS2024007336,UPI Fraud,5592.66,4,17.286484,78.439437,16.869424,78.973158,HDFC,2024-01-20 18:40:00,Hyderabad,Telangana,MEDIUM,False,16.9_79.0,3075.963,18,True
CS2024007337,Lottery Fraud,85284.28,3,18.991984,73.031524,18.191704,73.013097,Axis,2024-04-03 09:00:00,Mumbai,Maharashtra,LOW,False,18.2_73.0,59698.99599999999,9,False
CS2024007338,Job Fraud,458.54,1,17.579684,78.515556,17.341488,78.306426,Axis,2024-09-28 23:46:00,Hyderabad,Telangana,LOW,False,17.3_78.3,458.54,23,True
CS2024007339,Lottery Fraud,34362.39,3,12.954524,77.572594,12.683244,77.321659,Axis,2024-07-23 09:00:00,Bengaluru,Karnataka,LOW,False,12.7_77.3,24053.673,9,False
CS2024007340,Job Fraud,476.45,3,19.113797,72.948049,19.622588,72.844823,Canara,2024-05-13 06:40:00,Mumbai,Maharashtra,LOW,False,19.6_72.8,333.515,6,False
CS2024007341,Job Fraud,944.02,3,19.047011,72.826666,18.68924,72.919083,ICICI,2024-10-30 06:01:00,Mumbai,Maharashtra,LOW,False,18.7_72.9,660.814,6,False
CS2024007342,KYC Fraud,2343.87,3,28.462549,76.696379,28.662424,76.981399,SBI,2024-01-10 10:04:00,Delhi NCR,Haryana,LOW,False,28.7_77.0,1640.7089999999998,10,False
CS2024007343,KYC Fraud,905.72,4,28.891303,77.030745,28.503201,77.123805,ICICI,2024-06-03 12:40:00,Delhi,Delhi,MEDIUM,False,28.5_77.1,498.1460000000001,12,False
CS2024007344,Investment Scam,84162.78,6,28.362382,76.804316,25.965925,78.053955,ICICI,2024-01-08 07:38:00,Delhi NCR,Haryana,MEDIUM,False,26.0_78.1,21040.695,7,False
CS2024007345,Investment Scam,15701.0,5,23.837392,86.852917,24.165836,86.09629,BOB,2024-04-11 11:34:00,Jamtara,Jharkhand,MEDIUM,False,24.2_86.1,6280.400000000001,11,False
CS2024007346,Romance Scam,14859.44,6,28.970879,77.066457,28.140905,78.644484,HDFC,2024-06-07 21:22:00,Delhi NCR,Haryana,MEDIUM,False,28.1_78.6,3714.86,21,False
CS2024007347,Job Fraud,679.21,2,18.82505,73.051528,18.811154,72.85714,Kotak,2024-03-24 08:59:00,Mumbai,Maharashtra,LOW,False,18.8_72.9,577.3285,8,True
CS2024007348,OLX Scam,37932.78,2,18.885564,72.828982,19.488179,72.827219,Canara,2024-04-09 04:30:00,Mumbai,Maharashtra,LOW,False,19.5_72.8,32242.862999999998,4,False
CS2024007349,Tech Support Fraud,759.67,1,23.995559,86.914423,23.817651,86.942947,Axis,2024-09-11 01:00:00,Jamtara,Jharkhand,LOW,False,23.8_86.9,759.67,1,False
CS2024007350,UPI Fraud,11955.55,2,23.831784,87.094911,24.379079,86.780665,Canara,2024-06-14 17:57:00,Jamtara,Jharkhand,LOW,False,24.4_86.8,10162.217499999999,17,False
CS2024007351,KYC Fraud,3290.85,4,28.684125,76.910584,28.591747,76.148454,Kotak,2024-10-06 05:47:00,Delhi,Delhi,MEDIUM,False,28.6_76.1,1809.9675000000002,5,True
CS2024007352,OLX Scam,28021.21,2,17.543768,78.444012,17.753636,78.40423,Canara,2024-07-02 17:20:00,Hyderabad,Telangana,LOW,False,17.8_78.4,23818.0285,17,False
CS2024007353,Tech Support Fraud,4607.42,3,17.398126,78.50398,17.064988,78.653641,Axis,2024-09-28 23:32:00,Hyderabad,Telangana,LOW,False,17.1_78.7,3225.194,23,True
CS2024007354,OLX Scam,9234.94,2,18.809016,72.739685,18.998039,72.472776,BOB,2024-03-25 07:03:00,Mumbai,Maharashtra,LOW,False,19.0_72.5,7849.6990000000005,7,False
CS2024007355,UPI Fraud,1657.43,3,28.75361,77.263322,28.393505,77.03062,PNB,2024-11-18 11:10:00,Delhi,Delhi,LOW,False,28.4_77.0,1160.201,11,False
CS2024007356,UPI Fraud,3786.74,3,28.604271,77.211665,29.127685,77.419864,Canara,2024-02-20 16:58:00,Delhi,Delhi,LOW,False,29.1_77.4,2650.718,16,False
CS2024007357,Romance Scam,80522.57,6,28.931994,76.896699,27.602281,77.521106,ICICI,2024-11-03 12:38:00,Delhi NCR,Haryana,MEDIUM,False,27.6_77.5,20130.6425,12,True
CS2024007358,KYC Fraud,2575.13,3,28.779881,77.006289,28.679109,77.323061,ICICI,2024-08-10 09:40:00,Delhi,Delhi,LOW,False,28.7_77.3,1802.591,9,True
CS2024007359,Tech Support Fraud,6272.85,2,28.868861,76.914623,29.303027,76.960474,Canara,2024-06-18 03:23:00,Delhi NCR,Haryana,LOW,False,29.3_77.0,5331.922500000001,3,False
CS2024007360,Tech Support Fraud,9886.04,3,17.588042,78.53961,17.42891,78.306674,PNB,2024-06-02 13:28:00,Hyderabad,Telangana,LOW,False,17.4_78.3,6920.228,13,True
CS2024007361,UPI Fraud,1690.02,4,28.446674,77.316406,28.090895,76.88077,Kotak,2024-03-12 03:09:00,Delhi,Delhi,MEDIUM,False,28.1_76.9,929.5110000000001,3,False
CS2024007362,Lottery Fraud,7777.07,4,13.080884,77.584514,12.975636,77.058313,PNB,2024-11-16 05:24:00,Bengaluru,Karnataka,MEDIUM,False,13.0_77.1,4277.3885,5,True
CS2024007363,KYC Fraud,1314.23,3,28.68288,77.268202,28.389329,77.204808,Axis,2024-06-30 21:20:00,Delhi,Delhi,LOW,False,28.4_77.2,919.9609999999999,21,True
CS2024007364,Tech Support Fraud,835.57,3,28.402185,77.18514,28.834885,77.115806,Canara,2024-10-09 01:54:00,Delhi NCR,Haryana,LOW,False,28.8_77.1,584.899,1,False
CS2024007365,KYC Fraud,1234.96,4,28.872062,77.1894,28.264131,77.427913,Axis,2024-02-13 09:03:00,Delhi NCR,Haryana,MEDIUM,False,28.3_77.4,679.2280000000001,9,False
CS2024007366,KYC Fraud,1231.7,2,28.553317,76.943881,28.433346,76.54744,Kotak,2024-06-30 08:35:00,Delhi,Delhi,LOW,False,28.4_76.5,1046.945,8,True
CS2024007367,OLX Scam,9474.6,2,17.248437,78.346742,16.907271,78.010209,PNB,2024-12-30 20:00:00,Hyderabad,Telangana,LOW,False,16.9_78.0,8053.41,20,False
CS2024007368,Tech Support Fraud,2077.39,1,19.134673,72.812725,19.177945,72.597786,BOB,2024-09-02 18:41:00,Mumbai,Maharashtra,LOW,False,19.2_72.6,2077.39,18,False
CS2024007369,Tech Support Fraud,3773.29,1,28.474232,76.559531,28.243218,76.389544,Axis,2024-11-26 14:35:00,Delhi NCR,Haryana,LOW,False,28.2_76.4,3773.29,14,False
CS2024007370,Job Fraud,811.27,1,28.630116,77.289914,28.892431,77.424175,Canara,2024-06-18 10:31:00,Delhi NCR,Haryana,LOW,False,28.9_77.4,811.27,10,False
CS2024007371,Tech Support Fraud,11169.69,2,24.151271,86.926344,23.774063,87.002862,ICICI,2024-01-30 05:52:00,Jamtara,Jharkhand,LOW,False,23.8_87.0,9494.2365,5,False
CS2024007372,Tech Support Fraud,9441.46,1,23.928184,87.003251,23.723471,87.010441,ICICI,2024-04-30 14:41:00,Jamtara,Jharkhand,LOW,False,23.7_87.0,9441.46,14,False
CS2024007373,Tech Support Fraud,3940.43,2,28.780192,77.046811,28.627267,76.775542,Kotak,2024-02-17 16:11:00,Delhi NCR,Haryana,LOW,False,28.6_76.8,3349.3655,16,True
CS2024007374,UPI Fraud,8245.3,4,28.621069,77.273761,27.926418,78.054323,ICICI,2024-05-25 14:40:00,Delhi NCR,Haryana,MEDIUM,False,27.9_78.1,4534.915,14,True
CS2024007375,Lottery Fraud,8716.13,4,28.426443,76.879158,27.857372,77.337367,Axis,2024-09-03 11:48:00,Delhi,Delhi,MEDIUM,False,27.9_77.3,4793.8715,11,False
CS2024007376,Job Fraud,3635.05,1,17.548018,78.524956,17.797249,78.582338,Canara,2024-01-07 04:56:00,Hyderabad,Telangana,LOW,False,17.8_78.6,3635.05,4,True
CS2024007377,OLX Scam,15430.34,1,24.10896,86.869491,24.136644,86.848418,BOB,2024-05-21 14:56:00,Jamtara,Jharkhand,LOW,True,24.1_86.8,13887.306,14,False
CS2024007378,UPI Fraud,2378.62,2,28.862237,77.08913,28.440798,77.171992,ICICI,2024-08-08 23:31:00,Delhi,Delhi,LOW,False,28.4_77.2,2021.8269999999998,23,False
CS2024007379,Tech Support Fraud,340.75,1,28.503526,77.272385,28.425894,77.434983,HDFC,2024-04-13 08:38:00,Delhi,Delhi,LOW,False,28.4_77.4,340.75,8,True
CS2024007380,KYC Fraud,7635.14,2,28.896292,76.839297,28.361091,77.298855,ICICI,2024-12-26 23:42:00,Delhi,Delhi,LOW,False,28.4_77.3,6489.869,23,False
CS2024007381,Investment Scam,21161.55,5,28.301184,76.745336,28.298872,76.7041,Canara,2024-04-13 10:17:00,Delhi NCR,Haryana,MEDIUM,True,28.3_76.7,19045.395,10,True
CS2024007382,Job Fraud,8910.94,1,28.400926,77.245675,28.252856,77.143009,Axis,2024-01-07 16:00:00,Delhi,Delhi,LOW,False,28.3_77.1,8910.94,16,True
CS2024007383,Romance Scam,9380.18,6,28.596536,76.878741,27.180483,77.515219,ICICI,2024-04-21 00:45:00,Delhi NCR,Haryana,MEDIUM,False,27.2_77.5,2345.045,0,True
CS2024007384,Job Fraud,2162.21,1,28.422224,77.030876,28.602321,76.739602,BOB,2024-08-13 06:10:00,Delhi,Delhi,LOW,False,28.6_76.7,2162.21,6,False
CS2024007385,Romance Scam,48433.29,4,17.223886,78.515831,16.379165,77.910751,PNB,2024-01-01 21:49:00,Hyderabad,Telangana,MEDIUM,False,16.4_77.9,26638.309500000003,21,False
CS2024007386,Tech Support Fraud,4206.7,1,28.68607,77.140926,28.518449,77.074834,Axis,2024-05-02 02:36:00,Delhi,Delhi,LOW,False,28.5_77.1,4206.7,2,False
CS2024007387,KYC Fraud,995.67,2,28.781015,76.997116,28.548803,77.095331,Axis,2024-06-11 21:43:00,Delhi,Delhi,LOW,False,28.5_77.1,846.3195,21,False
CS2024007388,Lottery Fraud,27768.27,5,28.714337,76.850377,28.75681,77.712754,SBI,2024-07-26 05:04:00,Delhi,Delhi,MEDIUM,False,28.8_77.7,11107.308,5,False
CS2024007389,Romance Scam,29248.5,6,19.228077,73.05299,19.064595,75.60457,ICICI,2024-08-14 21:34:00,Mumbai,Maharashtra,MEDIUM,False,19.1_75.6,7312.125,21,False
CS2024007390,Lottery Fraud,27027.25,3,13.017831,77.433846,12.755911,76.781021,Kotak,2024-06-15 02:30:00,Bengaluru,Karnataka,LOW,False,12.8_76.8,18919.074999999997,2,True
CS2024007391,OLX Scam,48431.62,2,18.900991,73.010642,19.254009,73.164297,Canara,2024-08-04 02:26:00,Mumbai,Maharashtra,LOW,False,19.3_73.2,41166.877,2,True
CS2024007392,OLX Scam,6537.3,1,28.422376,76.86372,28.181934,76.9434,Axis,2024-01-03 03:18:00,Delhi,Delhi,LOW,False,28.2_76.9,6537.3,3,False
CS2024007393,Lottery Fraud,2581.08,2,28.96447,76.75497,28.397662,77.193681,Axis,2024-12-11 14:02:00,Delhi NCR,Haryana,LOW,False,28.4_77.2,2193.9179999999997,14,False
CS2024007394,Job Fraud,1105.4,2,28.427283,76.885237,28.124863,76.874007,Axis,2024-02-24 14:12:00,Delhi,Delhi,LOW,False,28.1_76.9,939.59,14,True
CS2024007395,UPI Fraud,10560.04,3,28.575887,77.205043,29.347007,76.903982,Canara,2024-09-18 19:31:00,Delhi,Delhi,LOW,False,29.3_76.9,7392.028,19,False
CS2024007396,Lottery Fraud,9934.91,5,13.085402,77.639409,12.707944,76.959368,PNB,2024-06-02 15:39:00,Bengaluru,Karnataka,MEDIUM,False,12.7_77.0,3973.964,15,True
CS2024007397,Lottery Fraud,5240.74,2,28.841267,77.165835,28.437114,77.095188,PNB,2024-08-08 15:01:00,Delhi,Delhi,LOW,False,28.4_77.1,4454.629,15,False
CS2024007398,Romance Scam,25638.33,6,19.182372,72.841236,16.492237,72.705422,PNB,2024-10-22 06:23:00,Mumbai,Maharashtra,MEDIUM,False,16.5_72.7,6409.5825,6,False
CS2024007399,Job Fraud,2339.77,3,28.535244,77.308683,28.983604,77.38829,SBI,2024-05-23 01:20:00,Delhi NCR,Haryana,LOW,False,29.0_77.4,1637.839,1,False
CS2024007400,Job Fraud,1431.91,1,17.412489,78.577338,17.277272,78.299253,PNB,2024-07-08 15:17:00,Hyderabad,Telangana,LOW,False,17.3_78.3,1431.91,15,False
CS2024007401,OLX Scam,2958.02,2,28.768941,77.062408,28.347377,77.406213,ICICI,2024-10-27 18:50:00,Delhi,Delhi,LOW,False,28.3_77.4,2514.317,18,True
CS2024007402,Investment Scam,786403.13,10,23.999811,86.959817,25.379721,89.283704,HDFC,2024-05-22 08:47:00,Jamtara,Jharkhand,HIGH,False,25.4_89.3,78640.31300000001,8,False
CS2024007403,OLX Scam,18610.37,1,28.727797,77.364003,28.82506,77.660147,HDFC,2024-04-23 09:04:00,Delhi,Delhi,LOW,False,28.8_77.7,18610.37,9,False
CS2024007404,Investment Scam,42304.22,6,28.347253,77.421741,28.498395,78.547784,HDFC,2024-12-07 19:46:00,Delhi NCR,Haryana,MEDIUM,False,28.5_78.5,10576.055,19,True
CS2024007405,UPI Fraud,3973.98,2,12.948345,77.59227,13.591681,77.550932,Canara,2024-06-09 07:10:00,Bengaluru,Karnataka,LOW,False,13.6_77.6,3377.883,7,True
CS2024007406,KYC Fraud,114.6,4,23.826292,86.913532,23.104522,85.927294,PNB,2024-07-22 19:49:00,Jamtara,Jharkhand,MEDIUM,False,23.1_85.9,63.03,19,False
CS2024007407,Romance Scam,188592.74,4,28.982717,77.066594,29.52815,78.037571,SBI,2024-10-24 06:42:00,Delhi NCR,Haryana,MEDIUM,False,29.5_78.0,103726.007,6,False
CS2024007408,OLX Scam,8541.0,1,17.587523,78.321466,17.407343,78.321028,Axis,2024-06-25 05:22:00,Hyderabad,Telangana,LOW,False,17.4_78.3,8541.0,5,False
CS2024007409,Job Fraud,499.38,2,28.670643,77.285756,28.634583,77.310564,PNB,2024-06-15 01:19:00,Delhi,Delhi,LOW,True,28.6_77.3,449.442,1,True
CS2024007410,UPI Fraud,4424.06,2,28.823434,77.066037,28.582726,76.309764,PNB,2024-12-02 05:06:00,Delhi NCR,Haryana,LOW,False,28.6_76.3,3760.451,5,False
CS2024007411,UPI Fraud,8272.48,3,28.574475,76.951472,28.827315,76.58228,Kotak,2024-01-07 16:50:00,Delhi,Delhi,LOW,False,28.8_76.6,5790.735999999999,16,True
CS2024007412,Romance Scam,30895.15,4,17.316598,78.596179,16.953086,79.487253,HDFC,2024-09-14 11:35:00,Hyderabad,Telangana,MEDIUM,False,17.0_79.5,16992.3325,11,True
CS2024007413,Romance Scam,13560.58,5,12.966472,77.650779,13.841413,75.699592,BOB,2024-08-24 08:14:00,Bengaluru,Karnataka,MEDIUM,False,13.8_75.7,5424.232,8,True
CS2024007414,Job Fraud,3025.07,1,28.470605,76.66174,28.349852,76.492094,PNB,2024-06-05 21:39:00,Delhi NCR,Haryana,LOW,False,28.3_76.5,3025.07,21,False
CS2024007415,Lottery Fraud,3895.05,2,17.479256,78.461201,17.39301,78.805101,ICICI,2024-10-15 11:52:00,Hyderabad,Telangana,LOW,False,17.4_78.8,3310.7925,11,False
CS2024007416,UPI Fraud,1246.75,4,19.057548,73.060072,18.760126,72.768939,Axis,2024-10-20 03:19:00,Mumbai,Maharashtra,MEDIUM,False,18.8_72.8,685.7125000000001,3,True
CS2024007417,Investment Scam,208260.37,6,17.252734,78.480288,17.690259,77.559729,Kotak,2024-12-17 05:06:00,Hyderabad,Telangana,HIGH,False,17.7_77.6,52065.0925,5,False
CS2024007418,Tech Support Fraud,3221.28,1,28.667934,77.046403,28.502285,76.813565,PNB,2024-11-15 02:28:00,Delhi,Delhi,LOW,False,28.5_76.8,3221.28,2,False
CS2024007419,Lottery Fraud,6073.63,4,28.617518,77.127684,29.12695,77.249319,SBI,2024-04-12 14:00:00,Delhi,Delhi,MEDIUM,False,29.1_77.2,3340.4965,14,False
CS2024007420,Job Fraud,1024.69,1,28.49794,77.780558,28.372164,77.648505,PNB,2024-10-21 07:43:00,Delhi NCR,Haryana,LOW,False,28.4_77.6,1024.69,7,False
CS2024007421,Job Fraud,2049.37,3,28.840857,77.699557,28.781778,77.959185,ICICI,2024-06-02 20:08:00,Delhi NCR,Haryana,LOW,False,28.8_78.0,1434.5589999999997,20,True
CS2024007422,Tech Support Fraud,6883.79,1,28.673356,77.23642,28.994617,77.221377,Canara,2024-08-01 11:51:00,Delhi,Delhi,LOW,False,29.0_77.2,6883.79,11,False
CS2024007423,UPI Fraud,5437.66,2,28.813752,77.322127,29.408838,76.908001,Canara,2024-03-16 05:50:00,Delhi,Delhi,LOW,False,29.4_76.9,4622.0109999999995,5,True
CS2024007424,UPI Fraud,3902.21,4,28.532849,77.779459,28.813937,77.545544,BOB,2024-03-30 07:59:00,Delhi NCR,Haryana,MEDIUM,False,28.8_77.5,2146.2155000000002,7,True
CS2024007425,Romance Scam,4997.63,5,19.192914,73.015635,18.873371,71.829166,PNB,2024-02-10 15:03:00,Mumbai,Maharashtra,MEDIUM,False,18.9_71.8,1999.0520000000001,15,True
CS2024007426,Investment Scam,98297.72,7,12.988811,77.412657,13.058387,75.007891,Kotak,2024-04-04 01:02:00,Bengaluru,Karnataka,MEDIUM,False,13.1_75.0,9829.772000000008,1,False
CS2024007427,Tech Support Fraud,1076.35,3,13.047758,77.645681,13.207318,77.349187,Kotak,2024-02-13 17:15:00,Bengaluru,Karnataka,LOW,False,13.2_77.3,753.4449999999999,17,False
CS2024007428,Romance Scam,112448.37,6,17.28648,78.355295,17.467299,80.978684,SBI,2024-12-21 01:06:00,Hyderabad,Telangana,HIGH,False,17.5_81.0,28112.0925,1,True
CS2024007429,Romance Scam,23281.26,5,28.782982,76.878712,29.442753,76.113751,Kotak,2024-06-10 05:44:00,Delhi,Delhi,MEDIUM,False,29.4_76.1,9312.503999999999,5,False
CS2024007430,Romance Scam,23047.73,4,28.583959,77.235293,29.601825,77.625748,SBI,2024-01-09 04:07:00,Delhi NCR,Haryana,MEDIUM,False,29.6_77.6,12676.2515,4,False
CS2024007431,Tech Support Fraud,20893.83,1,18.97061,72.786421,19.012797,72.611249,BOB,2024-02-05 12:48:00,Mumbai,Maharashtra,LOW,False,19.0_72.6,20893.83,12,False
CS2024007432,UPI Fraud,2268.37,4,28.346193,77.467464,28.15449,76.791449,Kotak,2024-04-28 08:06:00,Delhi NCR,Haryana,MEDIUM,False,28.2_76.8,1247.6035,8,True
CS2024007433,KYC Fraud,842.34,2,19.008773,73.043539,19.388807,72.568324,BOB,2024-02-21 23:34:00,Mumbai,Maharashtra,LOW,False,19.4_72.6,715.989,23,False
CS2024007434,Tech Support Fraud,906.31,2,23.898004,86.941,23.725446,87.198225,ICICI,2024-11-26 18:56:00,Jamtara,Jharkhand,LOW,False,23.7_87.2,770.3634999999999,18,False
CS2024007435,OLX Scam,12055.26,1,13.016332,77.663753,12.895457,77.359772,Kotak,2024-02-05 16:30:00,Bengaluru,Karnataka,LOW,False,12.9_77.4,12055.26,16,False
CS2024007436,Tech Support Fraud,2615.3,3,28.446493,77.272021,28.590365,77.804658,SBI,2024-11-21 14:43:00,Delhi,Delhi,LOW,False,28.6_77.8,1830.71,14,False
CS2024007437,Lottery Fraud,2746.81,5,28.765531,77.345423,29.635153,76.943961,BOB,2024-10-09 00:54:00,Delhi,Delhi,MEDIUM,False,29.6_76.9,1098.724,0,False
CS2024007438,Lottery Fraud,2717.59,3,19.101025,73.059117,19.695275,72.777451,Canara,2024-09-13 14:05:00,Mumbai,Maharashtra,LOW,False,19.7_72.8,1902.3129999999999,14,False
CS2024007439,KYC Fraud,2526.03,3,28.55295,77.343809,28.703057,77.992994,HDFC,2024-06-29 19:13:00,Delhi,Delhi,LOW,False,28.7_78.0,1768.221,19,True
CS2024007440,UPI Fraud,13103.87,4,28.558844,77.617592,28.380992,77.287001,Kotak,2024-11-14 04:41:00,Delhi NCR,Haryana,MEDIUM,False,28.4_77.3,7207.128500000001,4,False
CS2024007441,OLX Scam,6045.71,1,28.412496,76.928251,28.703436,77.27717,SBI,2024-10-01 11:47:00,Delhi,Delhi,LOW,False,28.7_77.3,6045.71,11,False
CS2024007442,Tech Support Fraud,2910.48,2,12.969245,77.668747,13.32576,77.557241,Canara,2024-12-06 18:26:00,Bengaluru,Karnataka,LOW,False,13.3_77.6,2473.908,18,False
CS2024007443,UPI Fraud,2072.56,2,28.43644,77.382168,28.674322,78.000218,HDFC,2024-10-28 01:14:00,Delhi,Delhi,LOW,False,28.7_78.0,1761.676,1,False
CS2024007444,UPI Fraud,5777.69,4,19.039184,72.762282,19.43308,72.638323,BOB,2024-02-20 00:09:00,Mumbai,Maharashtra,MEDIUM,False,19.4_72.6,3177.7295,0,False
CS2024007445,Lottery Fraud,10621.65,3,28.897925,76.824149,29.408822,77.492257,HDFC,2024-04-12 05:20:00,Delhi,Delhi,LOW,False,29.4_77.5,7435.154999999999,5,False
CS2024007446,Job Fraud,598.51,1,28.800295,77.218096,28.764634,77.04148,Kotak,2024-05-10 23:42:00,Delhi,Delhi,LOW,False,28.8_77.0,598.51,23,False
CS2024007447,Tech Support Fraud,1249.52,3,18.929743,72.843455,19.100769,72.943179,Canara,2024-08-31 20:07:00,Mumbai,Maharashtra,LOW,False,19.1_72.9,874.664,20,True
CS2024007448,Investment Scam,98547.5,5,19.18111,72.742901,18.801333,71.741134,Kotak,2024-11-15 23:06:00,Mumbai,Maharashtra,MEDIUM,False,18.8_71.7,39419.0,23,False
CS2024007449,UPI Fraud,1120.29,2,28.5526,76.963271,29.01955,77.388811,Canara,2024-07-06 00:36:00,Delhi,Delhi,LOW,False,29.0_77.4,952.2465,0,True
CS2024007450,Investment Scam,5954.83,5,28.607675,77.674069,29.519865,79.030912,HDFC,2024-01-22 16:30:00,Delhi NCR,Haryana,MEDIUM,False,29.5_79.0,2381.9320000000002,16,False
