atm_id,lat,lon,bank_name,district,state,historical_fraud_count,atm_fraud_rate_last_30days
ATM_NOI_319,28.563,77.2724,SBI,Noida,Uttar Pradesh,30,0.059
ATM_JAM_320,23.9472,86.8421,SBI,Jamtara,Jharkhand,142,0.223
ATM_GHA_321,28.7364,77.4783,PNB,Ghaziabad,Uttar Pradesh,121,0.325
ATM_LUC_322,26.7898,80.8565,PNB,Lucknow,Uttar Pradesh,23,0.045
ATM_MAT_323,27.414,77.764,HDFC,Mathura,Uttar Pradesh,138,0.047
ATM_MAT_324,27.393,77.7196,SBI,Mathura,Uttar Pradesh,132,0.261
ATM_HYD_325,17.2815,78.424,PNB,Hyderabad,Telangana,57,0.154
ATM_BHA_326,27.2207,77.4082,PNB,Bharatpur,Rajasthan,108,0.23
ATM_JAM_327,23.9956,86.8524,Axis,Jamtara,Jharkhand,186,0.331
ATM_JAI_328,26.8802,75.9367,ICICI,Jaipur,Rajasthan,66,0.068
ATM_BHA_329,27.2356,77.5555,PNB,Bharatpur,Rajasthan,138,0.101
ATM_HYD_330,17.2451,78.5392,Axis,Hyderabad,Telangana,44,0.048
ATM_GHA_331,28.6476,77.5269,PNB,Ghaziabad,Uttar Pradesh,165,0.327
ATM_JAI_332,27.0155,75.7224,ICICI,Jaipur,Rajasthan,22,0.074
ATM_NOI_333,28.3923,77.4009,SBI,Noida,Uttar Pradesh,200,0.295
ATM_GHA_334,28.6654,77.4343,ICICI,Ghaziabad,Uttar Pradesh,89,0.344
ATM_MAT_335,27.6103,77.65,Axis,Mathura,Uttar Pradesh,26,0.343
ATM_PAT_336,25.7069,85.0755,PNB,Patna,Bihar,138,0.313
ATM_MEW_337,27.8972,76.8936,HDFC,Mewat,Haryana,69,0.034
ATM_NOI_338,28.4915,77.2544,ICICI,Noida,Uttar Pradesh,72,0.036
ATM_GHA_339,28.5805,77.5158,SBI,Ghaziabad,Uttar Pradesh,141,0.337
ATM_GHA_340,28.6928,77.5875,SBI,Ghaziabad,Uttar Pradesh,26,0.329
ATM_MEW_341,28.0451,77.1309,PNB,Mewat,Haryana,58,0.219
ATM_PAT_342,25.7335,85.2662,PNB,Patna,Bihar,94,0.315
ATM_MAT_343,27.5686,77.7459,PNB,Mathura,Uttar Pradesh,39,0.193
ATM_HYD_344,17.5147,78.4711,SBI,Hyderabad,Telangana,70,0.137
ATM_JAM_345,23.936,86.6677,ICICI,Jamtara,Jharkhand,124,0.181
ATM_JAI_346,27.0592,75.7118,HDFC,Jaipur,Rajasthan,175,0.305
ATM_LUC_347,26.8263,81.0125,PNB,Lucknow,Uttar Pradesh,120,0.12
ATM_JAI_348,26.9101,75.6577,Axis,Jaipur,Rajasthan,166,0.092
ATM_MAT_349,27.6171,77.6065,ICICI,Mathura,Uttar Pradesh,108,0.132
ATM_JAM_350,23.9443,86.667,SBI,Jamtara,Jharkhand,46,0.339
ATM_JAI_351,27.0165,75.7438,HDFC,Jaipur,Rajasthan,187,0.165
ATM_LUC_352,26.7955,80.849,ICICI,Lucknow,Uttar Pradesh,28,0.194
ATM_LUC_353,26.7027,80.9966,PNB,Lucknow,Uttar Pradesh,141,0.317
ATM_LUC_354,26.9004,80.9877,HDFC,Lucknow,Uttar Pradesh,114,0.222
ATM_MAT_355,27.548,77.5554,Axis,Mathura,Uttar Pradesh,97,0.102
ATM_NOI_356,28.6159,77.3203,HDFC,Noida,Uttar Pradesh,53,0.175
ATM_JAI_357,26.9427,75.6479,SBI,Jaipur,Rajasthan,165,0.34
ATM_MEW_358,27.8605,77.0386,PNB,Mewat,Haryana,175,0.039
ATM_JAM_359,24.0044,86.8961,Axis,Jamtara,Jharkhand,101,0.148
ATM_JAM_360,23.8638,86.8303,ICICI,Jamtara,Jharkhand,27,0.216
ATM_MAT_361,27.3944,77.7516,ICICI,Mathura,Uttar Pradesh,59,0.204
ATM_PAT_362,25.4704,85.0373,PNB,Patna,Bihar,174,0.282
ATM_MAT_363,27.4512,77.5446,HDFC,Mathura,Uttar Pradesh,114,0.215
ATM_GHA_364,28.6785,77.5821,HDFC,Ghaziabad,Uttar Pradesh,82,0.234
ATM_PAT_365,25.5151,85.2092,ICICI,Patna,Bihar,129,0.012
ATM_MAT_366,27.3615,77.6372,HDFC,Mathura,Uttar Pradesh,158,0.09
ATM_JAI_367,26.9336,75.8836,Axis,Jaipur,Rajasthan,95,0.108
ATM_LUC_368,26.8399,80.998,Axis,Lucknow,Uttar Pradesh,148,0.321
ATM_LUC_369,26.8499,80.89,HDFC,Lucknow,Uttar Pradesh,37,0.179
ATM_MEW_370,28.1135,77.0157,HDFC,Mewat,Haryana,45,0.215
ATM_MEW_371,28.0998,76.9892,ICICI,Mewat,Haryana,83,0.232
ATM_JAI_372,26.7746,75.657,ICICI,Jaipur,Rajasthan,89,0.228
ATM_HYD_373,17.411,78.4395,SBI,Hyderabad,Telangana,198,0.276
ATM_JAM_374,24.0041,86.9106,PNB,Jamtara,Jharkhand,174,0.26
ATM_PAT_375,25.608,85.0457,PNB,Patna,Bihar,137,0.161
ATM_NOI_376,28.4869,77.4615,Axis,Noida,Uttar Pradesh,107,0.147
ATM_PAT_377,25.5622,85.2684,ICICI,Patna,Bihar,34,0.331
ATM_MEW_378,28.0203,76.9737,ICICI,Mewat,Haryana,73,0.22
ATM_MAT_379,27.5244,77.6259,Axis,Mathura,Uttar Pradesh,10,0.092
ATM_PAT_380,25.6793,85.237,ICICI,Patna,Bihar,37,0.301
ATM_MEW_381,28.0698,77.0973,HDFC,Mewat,Haryana,196,0.092
ATM_LUC_382,26.7549,81.0581,HDFC,Lucknow,Uttar Pradesh,65,0.122
ATM_GHA_383,28.7846,77.4575,Axis,Ghaziabad,Uttar Pradesh,44,0.306
ATM_MAT_384,27.4219,77.805,ICICI,Mathura,Uttar Pradesh,40,0.338
ATM_JAM_385,23.8198,86.7497,PNB,Jamtara,Jharkhand,37,0.197
ATM_LUC_386,26.788,80.8108,ICICI,Lucknow,Uttar Pradesh,163,0.21
ATM_BHA_387,27.3459,77.3437,ICICI,Bharatpur,Rajasthan,50,0.051
ATM_BHA_388,27.3117,77.5189,HDFC,Bharatpur,Rajasthan,132,0.241
ATM_NOI_389,28.6513,77.5381,Axis,Noida,Uttar Pradesh,188,0.066
ATM_GHA_390,28.7732,77.5828,ICICI,Ghaziabad,Uttar Pradesh,93,0.021
ATM_BHA_391,27.3359,77.5761,HDFC,Bharatpur,Rajasthan,144,0.162
ATM_JAI_392,26.9053,75.9101,PNB,Jaipur,Rajasthan,181,0.252
ATM_PAT_393,25.685,85.0045,SBI,Patna,Bihar,191,0.205
ATM_LUC_394,26.7555,80.963,HDFC,Lucknow,Uttar Pradesh,172,0.276
ATM_PAT_395,25.6392,85.236,PNB,Patna,Bihar,84,0.166
ATM_LUC_396,26.7892,81.0586,HDFC,Lucknow,Uttar Pradesh,82,0.315
ATM_NOI_397,28.5036,77.4075,PNB,Noida,Uttar Pradesh,50,0.032
ATM_MAT_398,27.3867,77.6225,HDFC,Mathura,Uttar Pradesh,132,0.209
ATM_PAT_399,25.7231,85.2356,SBI,Patna,Bihar,154,0.326
ATM_NOI_400,28.5785,77.2792,PNB,Noida,Uttar Pradesh,146,0.332
ATM_HYD_401,17.3051,78.4206,HDFC,Hyderabad,Telangana,8,0.139
ATM_HYD_402,17.3914,78.4189,ICICI,Hyderabad,Telangana,62,0.013
ATM_MEW_403,27.9741,76.8838,SBI,Mewat,Haryana,62,0.278
ATM_GHA_404,28.5571,77.5544,ICICI,Ghaziabad,Uttar Pradesh,65,0.165
ATM_LUC_405,26.9821,80.9514,Axis,Lucknow,Uttar Pradesh,170,0.228
ATM_GHA_406,28.7754,77.5412,Axis,Ghaziabad,Uttar Pradesh,91,0.126
ATM_LUC_407,26.7896,81.0269,ICICI,Lucknow,Uttar Pradesh,139,0.295
ATM_MEW_408,28.1282,76.8889,HDFC,Mewat,Haryana,159,0.09
ATM_BHA_409,27.2754,77.583,HDFC,Bharatpur,Rajasthan,33,0.296
ATM_PAT_410,25.5867,85.0439,ICICI,Patna,Bihar,54,0.27
ATM_NOI_411,28.5931,77.346,HDFC,Noida,Uttar Pradesh,159,0.021
ATM_MEW_412,28.0608,77.1237,SBI,Mewat,Haryana,143,0.124
ATM_MEW_413,28.0409,77.0968,Axis,Mewat,Haryana,177,0.244
ATM_NOI_414,28.5991,77.2785,Axis,Noida,Uttar Pradesh,55,0.101
ATM_JAM_415,23.8994,86.7948,Axis,Jamtara,Jharkhand,11,0.273
ATM_HYD_416,17.4118,78.5006,Axis,Hyderabad,Telangana,42,0.154
ATM_JAM_417,23.8162,86.7384,Axis,Jamtara,Jharkhand,198,0.198
ATM_BHA_418,27.3386,77.4737,ICICI,Bharatpur,Rajasthan,113,0.137
ATM_JAI_419,27.038,75.9077,HDFC,Jaipur,Rajasthan,103,0.29
ATM_GHA_420,28.5517,77.4711,ICICI,Ghaziabad,Uttar Pradesh,49,0.128
ATM_JAM_421,24.0138,86.6873,HDFC,Jamtara,Jharkhand,69,0.278
ATM_JAI_422,26.7895,75.9284,Axis,Jaipur,Rajasthan,66,0.064
ATM_HYD_423,17.4071,78.3304,PNB,Hyderabad,Telangana,170,0.301
ATM_HYD_424,17.4757,78.5843,PNB,Hyderabad,Telangana,24,0.299
ATM_GHA_425,28.7426,77.4423,ICICI,Ghaziabad,Uttar Pradesh,17,0.052
ATM_BHA_426,27.1248,77.368,ICICI,Bharatpur,Rajasthan,33,0.307
ATM_HYD_427,17.4927,78.6281,SBI,Hyderabad,Telangana,128,0.138
ATM_BHA_428,27.1718,77.4224,SBI,Bharatpur,Rajasthan,105,0.036
ATM_LUC_429,26.9525,80.8885,Axis,Lucknow,Uttar Pradesh,51,0.092
ATM_BHA_430,27.0701,77.5692,PNB,Bharatpur,Rajasthan,125,0.027
ATM_JAI_431,26.9773,75.9399,PNB,Jaipur,Rajasthan,183,0.296
ATM_BHA_432,27.1987,77.3972,ICICI,Bharatpur,Rajasthan,170,0.199
ATM_PAT_433,25.4473,85.2454,Axis,Patna,Bihar,143,0.249
ATM_HYD_434,17.4821,78.4693,ICICI,Hyderabad,Telangana,162,0.231
ATM_HYD_435,17.2902,78.5493,PNB,Hyderabad,Telangana,176,0.083
ATM_JAM_436,24.037,86.7238,PNB,Jamtara,Jharkhand,134,0.109
ATM_MAT_437,27.5557,77.6662,HDFC,Mathura,Uttar Pradesh,39,0.144
ATM_GHA_438,28.7156,77.5055,Axis,Ghaziabad,Uttar Pradesh,154,0.1
ATM_LUC_439,26.9283,80.9422,SBI,Lucknow,Uttar Pradesh,69,0.031
ATM_HYD_440,17.275,78.4872,PNB,Hyderabad,Telangana,120,0.165
ATM_JAM_441,23.9693,86.8449,ICICI,Jamtara,Jharkhand,187,0.314
ATM_GHA_442,28.7094,77.3285,Axis,Ghaziabad,Uttar Pradesh,22,0.223
ATM_NOI_443,28.3823,77.285,SBI,Noida,Uttar Pradesh,40,0.199
ATM_NOI_444,28.4748,77.2469,HDFC,Noida,Uttar Pradesh,153,0.262
ATM_GHA_445,28.7734,77.3906,ICICI,Ghaziabad,Uttar Pradesh,159,0.095
ATM_BHA_446,27.3238,77.5414,HDFC,Bharatpur,Rajasthan,114,0.286
ATM_LUC_447,26.88,80.8347,SBI,Lucknow,Uttar Pradesh,92,0.332
ATM_BHA_448,27.0938,77.5624,Axis,Bharatpur,Rajasthan,124,0.158
ATM_MEW_449,28.1428,77.0687,HDFC,Mewat,Haryana,195,0.151
ATM_LUC_450,26.8343,80.8525,SBI,Lucknow,Uttar Pradesh,142,0.323
ATM_PAT_451,25.49,85.2004,ICICI,Patna,Bihar,125,0.105
ATM_NOI_452,28.6274,77.422,SBI,Noida,Uttar Pradesh,46,0.039
ATM_BHA_453,27.3424,77.3694,HDFC,Bharatpur,Rajasthan,115,0.016
ATM_HYD_454,17.3691,78.509,SBI,Hyderabad,Telangana,17,0.328
ATM_GHA_455,28.5848,77.4265,Axis,Ghaziabad,Uttar Pradesh,48,0.229
ATM_JAM_456,24.0541,86.7596,ICICI,Jamtara,Jharkhand,79,0.155
ATM_MAT_457,27.5653,77.5872,ICICI,Mathura,Uttar Pradesh,99,0.213
ATM_JAM_458,24.0146,86.7767,HDFC,Jamtara,Jharkhand,60,0.19
ATM_LUC_459,26.7736,81.0557,HDFC,Lucknow,Uttar Pradesh,128,0.024
ATM_LUC_460,26.7892,80.899,HDFC,Lucknow,Uttar Pradesh,45,0.147
ATM_GHA_461,28.5402,77.4926,Axis,Ghaziabad,Uttar Pradesh,157,0.326
ATM_PAT_462,25.724,85.2708,HDFC,Patna,Bihar,8,0.086
ATM_GHA_463,28.7038,77.3064,SBI,Ghaziabad,Uttar Pradesh,143,0.048
ATM_GHA_464,28.5799,77.3858,PNB,Ghaziabad,Uttar Pradesh,156,0.045
ATM_BHA_465,27.0782,77.5607,SBI,Bharatpur,Rajasthan,66,0.238
ATM_JAI_466,26.8934,75.8324,Axis,Jaipur,Rajasthan,174,0.077
ATM_JAI_467,26.8012,75.7972,SBI,Jaipur,Rajasthan,149,0.084
ATM_NOI_468,28.5051,77.2577,SBI,Noida,Uttar Pradesh,134,0.32
ATM_HYD_469,17.2991,78.536,SBI,Hyderabad,Telangana,29,0.052
ATM_LUC_470,26.8771,80.9038,PNB,Lucknow,Uttar Pradesh,196,0.083
ATM_LUC_471,26.8273,81.0423,SBI,Lucknow,Uttar Pradesh,152,0.223
ATM_MAT_472,27.3703,77.7302,SBI,Mathura,Uttar Pradesh,98,0.09
ATM_JAM_473,23.9528,86.8393,ICICI,Jamtara,Jharkhand,60,0.071
ATM_JAM_474,24.0357,86.9301,HDFC,Jamtara,Jharkhand,8,0.232
ATM_PAT_475,25.5318,85.0601,HDFC,Patna,Bihar,33,0.309
ATM_NOI_476,28.4877,77.4049,Axis,Noida,Uttar Pradesh,110,0.269
ATM_BHA_477,27.3171,77.5146,SBI,Bharatpur,Rajasthan,47,0.098
ATM_JAM_478,23.8259,86.6571,HDFC,Jamtara,Jharkhand,108,0.22
ATM_JAI_479,26.954,75.7157,SBI,Jaipur,Rajasthan,158,0.273
ATM_HYD_480,17.5018,78.4254,ICICI,Hyderabad,Telangana,95,0.174
ATM_PAT_481,25.5087,84.9838,PNB,Patna,Bihar,94,0.303
ATM_NOI_482,28.662,77.4371,SBI,Noida,Uttar Pradesh,184,0.192
ATM_NOI_483,28.6107,77.4842,ICICI,Noida,Uttar Pradesh,158,0.075
ATM_MEW_484,27.93,77.1037,Axis,Mewat,Haryana,119,0.149
ATM_NOI_485,28.3828,77.2752,HDFC,Noida,Uttar Pradesh,78,0.095
ATM_HYD_486,17.5172,78.4501,HDFC,Hyderabad,Telangana,145,0.022
ATM_NOI_487,28.6409,77.467,ICICI,Noida,Uttar Pradesh,5,0.303
ATM_NOI_488,28.4287,77.2855,SBI,Noida,Uttar Pradesh,70,0.038
ATM_BHA_489,27.2556,77.443,SBI,Bharatpur,Rajasthan,76,0.117
ATM_MEW_490,27.8899,77.0216,ICICI,Mewat,Haryana,80,0.27
ATM_GHA_491,28.628,77.4341,SBI,Ghaziabad,Uttar Pradesh,27,0.304
ATM_PAT_492,25.7078,85.2203,Axis,Patna,Bihar,13,0.241
ATM_JAI_493,27.0343,75.8493,HDFC,Jaipur,Rajasthan,36,0.229
ATM_MAT_494,27.5167,77.7751,SBI,Mathura,Uttar Pradesh,11,0.269
ATM_JAI_495,26.7876,75.7689,Axis,Jaipur,Rajasthan,122,0.11
ATM_MAT_496,27.6313,77.628,HDFC,Mathura,Uttar Pradesh,17,0.109
ATM_JAI_497,27.0045,75.791,HDFC,Jaipur,Rajasthan,191,0.337
ATM_PAT_498,25.6512,85.0456,HDFC,Patna,Bihar,64,0.183
ATM_PAT_499,25.486,85.1874,ICICI,Patna,Bihar,165,0.214
